tconst,titulo,ano,generos,nota,diretores
tt0020736,Canyon Hawks,1930,"Drama,Western",5.7,nm0416258|nm0569645
tt0020737,The Canyon of Missing Men,1930,"Drama,Western",,nm0569645
tt0020738,La canzone dell'amore,1930,Drama,6.0,nm0726729
tt0020739,Captain Applejack,1930,"Comedy,Crime,Drama",5.5,nm0377126
tt0020740,Captain Thunder,1930,"Adventure,Drama,Music",4.5,nm0189076
tt0020741,Captain of the Guard,1930,"Drama,Musical,Romance",6.7,nm0731910
tt0020744,The Case of Sergeant Grischa,1930,"Drama,History,Romance",6.7,nm0107543
tt0020746,Caste,1930,Drama,5.5,nm0347771
tt0020748,The Cat Creeps,1930,"Horror,Mystery",6.9,nm0432216|nm0929616
tt0020749,Caught Short,1930,Comedy,6.8,nm0718469
tt0020751,Everyone Has Their Chance,1930,"Comedy,Musical",5.8,nm0700259|nm0826094
tt0020754,Charley's Aunt,1930,Comedy,5.7,nm0160280
tt0020755,Charlotte Löwensköld,1930,Drama,5.5,nm0596410
tt0020758,Check and Double Check,1930,Comedy,4.8,nm0114266
tt0020759,Cheer Up and Smile,1930,Musical,5.7,nm0485647
tt0020760,A Jew at War,1930,Drama,,nm0742914
tt0020761,The Cheyenne Kid,1930,"Drama,Western",,nm0413045
tt0020762,Children of Chance,1930,"Crime,Drama",6.7,nm0261971
tt0020763,Children of Pleasure,1930,"Comedy,Musical,Romance",5.5,nm0064600
tt0020768,City Girl,1930,"Drama,Romance",7.7,nm0003638
tt0020769,Farewell to Love,1931,"Musical,Romance",6.7,nm0303120
tt0020770,Clancy in Wall Street,1930,Comedy,4.9,nm0928514
tt0020771,The Climax,1930,Thriller,6.7,nm0389066
tt0020772,The Co-Optimists,1929,Musical,,nm0339326
tt0020773,Cock o' the Walk,1930,"Drama,Music,Romance",7.4,nm0485943|nm0624756
tt0020774,Code of Honor,1930,"Drama,Western",4.4,nm0569645
tt0020776,The Cohens and the Kellys in Africa,1930,Comedy,4.2,nm0602009
tt0020777,The Cohens and the Kellys in Scotland,1930,Comedy,,nm0185714
tt0020778,College Lovers,1930,Romance,,nm0012317
tt0020779,Comets,1930,Musical,,nm0312730
tt0020780,Command Performance,1931,"Drama,Romance",5.3,nm0485943
tt0020781,Common Clay,1930,"Drama,Romance",6.1,nm0281808
tt0020782,The Compulsory Husband,1929,Comedy,,nm0052217|nm0480046
tt0020783,The Concentratin' Kid,1930,"Drama,Western",,nm0744504
tt0020785,Conspiracy,1930,"Comedy,Crime,Mystery",5.1,nm0127511
tt0020787,Contre-enquête,1930,"Crime,Drama",7.4,nm0202376
tt0020789,Der Greifer,1930,"Crime,Drama",5.8,nm0251456
tt0020790,Before the Jury,1931,,6.8,nm0109264
tt0020792,The Costello Case,1930,"Crime,Drama",6.4,nm0485943
tt0020794,Courage,1930,"Drama,Romance",,nm0562845
tt0020795,Covered Wagon Trails,1930,"Drama,Western",4.8,nm0569645
tt0020797,Crazy That Way,1930,"Comedy,Romance",,nm0532187
tt0020799,The Cuckoos,1930,"Comedy,Musical",6.0,nm0806061
tt0020800,Cyankali,1930,Drama,6.4,nm0864087
tt0020801,Czar of Broadway,1930,"Crime,Drama",6.8,nm0185714
tt0020803,Dames Ahoy,1930,"Comedy,Romance",6.4,nm0185714
tt0020804,The Dancers,1930,"Drama,Romance",5.3,nm0819546
tt0020805,Dancing Sweeties,1930,"Comedy,Drama,Romance",5.3,nm0258015
tt0020806,Danger Lights,1930,"Adventure,Drama",6.1,nm0782707
tt0020808,A Dangerous Affair,1931,Mystery,6.8,nm0781292
tt0020809,Dangerous Nan McGrew,1930,"Comedy,Romance,Western",4.7,nm0820461
tt0020810,Dangerous Paradise,1930,"Crime,Drama,Music",5.5,nm0920074
tt0020813,A Daughter of the Congo,1930,Adventure,5.3,nm0584778
tt0020814,David Golder,1931,Drama,7.0,nm0245213
tt0020815,The Dawn Patrol,1930,"Action,Drama,War",7.1,nm0001328
tt0020816,The Dawn Trail,1930,"Drama,Western",6.1,nm0127511
tt0020818,Delikatessen,1930,"Comedy,Romance",7.2,nm0902006
tt0020819,Derelict,1930,Adventure,6.2,nm0498174
tt0020820,Der Detektiv des Kaisers,1930,Drama,,nm0091380
tt0020821,The Devil to Pay!,1930,"Comedy,Romance",6.6,nm0280463
tt0020822,A Devil with Women,1930,Adventure,7.0,nm0191899
tt0020823,The Devil's Holiday,1930,"Drama,Romance",5.9,nm0332539
tt0020824,Fair People,1930,Comedy,7.4,nm0412666
tt0020826,Divorce Among Friends,1930,Comedy,5.3,nm0215877
tt0020827,The Divorcee,1930,"Drama,Romance",6.6,
tt0020828,Dixiana,1930,"Comedy,Drama,Music",5.3,nm0715564
tt0020830,The Dizzy Limit,1930,Comedy,,nm0238750
tt0020832,Doktorns hemlighet,1930,,,nm0116307
tt0020835,Dolly macht Karriere,1930,Musical,5.9,nm0514822
tt0020836,The Doorway to Hell,1930,"Crime,Drama",6.5,nm0562845
tt0020837,Double Cross Roads,1930,Drama,,nm0921288|nm3168648
tt0020838,Doughboys,1930,"Comedy,Romance,War",5.8,nm0781292
tt0020839,Downstream,1929,Crime,,nm0322178
tt0020841,Drei Tage Mittelarrest,1930,Comedy,6.5,nm0091380
tt0020842,Three from the Filling Station,1930,"Comedy,Musical,Romance",6.5,nm0857949
tt0020843,The Dreyfus Case,1930,"Biography,Drama,History",6.4,nm0652650
tt0020844,"Du Barry, Woman of Passion",1930,"Drama,Romance",5.3,nm0853130
tt0020846,The Dude Wrangler,1930,"Drama,Romance,Western",6.6,nm0861703
tt0020848,Dumbbells in Ermine,1930,"Comedy,Romance",6.2,nm0012317
tt0020850,East Is West,1930,"Adventure,Crime,Drama",5.8,nm0068419
tt0020852,Elstree Calling,1930,"Comedy,Musical",4.9,nm0000033|nm0116103|nm0153266|nm0401323
tt0020853,Embarrassing Moments,1930,"Comedy,Romance",,nm0185714
tt0020854,The Charm of Seville,1931,Drama,,nm0674398
tt0020855,El empecinado,1930,,,nm0118272
tt0020858,Der Erzieher meiner Tochter,1930,Comedy,,nm0902006
tt0020859,Escape!,1930,"Crime,Drama",5.8,nm0212704
tt0020861,Eskimo,1930,"Adventure,Drama,Romance",7.0,nm0774256
tt0020866,Extravagance,1930,"Drama,Romance",5.7,nm0005847
tt0020867,The Eyes of the World,1930,Drama,5.4,nm0454771
tt0020868,Fair Warning,1931,"Drama,Western",,nm0921288
tt0020869,The Fall Guy,1930,"Comedy,Crime,Drama",5.2,nm0668972
tt0020871,Den farliga leken,1931,,4.7,nm0074780
tt0020873,Fast and Loose,1930,"Comedy,Romance",6.2,nm0628345
tt0020875,The Menace,1932,"Crime,Drama,Mystery",6.4,nm0624756
tt0020876,Feet First,1930,"Adventure,Comedy,Family",6.7,nm0115669
tt0020882,The Fighting Legion,1930,"Drama,Western",5.8,nm0113693
tt0020884,"Fighting Thru; or, California in 1878",1930,"Drama,Western",5.7,nm0631438
tt0020886,Firebrand Jordan,1930,"Drama,Western",,nm0416258
tt0020890,The Flirting Widow,1930,"Comedy,Romance",6.2,
tt0020891,The Florodora Girl,1930,"Drama,Musical,Mystery",6.0,nm0064600
tt0020892,Flottans lilla fästmö,1930,,,nm0027672
tt0020893,The Flute Concert of Sans-Souci,1930,"Drama,History",7.0,nm0879802
tt0020894,Follow Thru,1930,"Comedy,Musical,Romance",6.6,nm0180987|nm0776997
tt0020895,Follow the Leader,1930,"Comedy,Musical,Romance",4.5,nm0851537
tt0020896,For the Defense,1930,"Crime,Drama,Romance",6.4,nm0188669
tt0020897,For the Love o' Lil,1930,"Comedy,Drama,Romance",,nm0864006
tt0020900,Framed,1930,"Action,Crime,Drama",6.0,nm0002179
tt0020901,Free Love,1930,Comedy,,nm0377126
tt0020902,Free and Easy,1930,"Comedy,Musical",5.5,nm0781292
tt0020905,Fridas visor,1930,"Comedy,Music",4.5,nm0596410
tt0020909,Fundvogel,1930,Drama,,nm0389275
tt0020910,The Furies,1930,"Crime,Drama,Mystery",,nm0189076
tt0020911,Fujiwara Yoshie no furusato,1930,"Drama,Romance",5.8,nm0003226
tt0020912,For Her Sake,1930,Comedy,5.9,nm0581721
tt0020914,Geld auf der Straße,1930,"Comedy,Romance",5.8,nm0414985
tt0020915,General Crack,1929,"Action,Drama,History",7.4,nm0189076
tt0020916,Georgia Rose,1930,Musical,,nm0304569
tt0020917,The Stolen Face,1930,"Crime,Drama",6.8,nm0563030|nm0772915
tt0020919,The Girl Said No,1930,"Comedy,Romance",5.1,nm0939992
tt0020921,The Girl of the Golden West,1930,"Drama,Romance,Western",5.7,nm0227020
tt0020922,Girl of the Port,1930,"Drama,Romance",5.8,nm0322688
tt0020924,Going Wild,1930,Comedy,5.8,
tt0020925,Her Golden Calf,1930,"Comedy,Musical,Romance",7.1,nm0916224
tt0020926,Golden Dawn,1930,"Comedy,Drama,Music",4.4,nm0258015
tt0020928,Good Intentions,1930,"Action,Crime,Drama",,nm0397678
tt0020929,Good News,1930,"Comedy,Musical",6.3,nm0342417
tt0020933,Cities and Years,1930,Drama,7.2,nm0156160
tt0020934,The Grand Parade,1930,"Comedy,Drama,Romance",,nm0628345
tt0020935,La grande mare,1930,"Comedy,Romance",5.8,nm0377126
tt0020936,The Great Game,1930,"Comedy,Sport",6.9,nm0713283
tt0020937,Latin Love,1930,"Musical,Romance",5.1,nm0384682
tt0020938,The Green Goddess,1930,Adventure,5.3,nm0337586
tt0020940,The Big Attraction,1931,Drama,,nm0717126
tt0020941,Die große Sehnsucht,1930,Comedy,7.2,nm0782804
tt0020942,Grumpy,1930,"Comedy,Mystery,Romance",4.4,nm0002030|nm0306875
tt0020943,Guilty?,1930,"Crime,Drama,Romance",,nm0782707
tt0020945,Half Shot at Sunrise,1930,"Comedy,Musical",6.0,nm0806061
tt0020947,"Handsome Gigolo, Poor Gigolo",1930,"Drama,Romance",,nm0361518
tt0020948,Hans in allen Gassen,1930,"Crime,Drama",7.6,nm0296193
tt0020949,Happy Days,1929,"Comedy,Musical,Romance",5.5,nm0831577
tt0020951,Harmony at Home,1930,Comedy,,nm0532187
tt0020953,He Knew Women,1930,"Comedy,Romance",5.0,nm0001890|nm0794973
tt0020955,Headin' North,1930,"Drama,Western",6.2,nm0565187
tt0020956,Heads Up,1930,"Comedy,Musical,Romance",5.4,nm0006276
tt0020958,Die heilige Flamme,1931,Drama,,nm0226189|nm0896826
tt0020959,Hell Harbor,1930,"Adventure,Drama,Romance",5.4,nm0454771
tt0020960,Hell's Angels,1930,"Drama,War",7.2,nm0400652
tt0020961,Hell's Island,1930,Drama,,nm0806143
tt0020963,Hello Sister,1930,Drama,6.9,nm0485943
tt0020966,Her Man,1930,"Crime,Drama,Romance",6.5,nm0307819
tt0020968,Her Wedding Night,1930,"Comedy,Romance",7.0,nm0878338
tt0020969,The Darling of Vienna,1930,"Comedy,Musical",7.8,nm0902006
tt0020970,Tonight-Eventually,1930,"Comedy,Romance",,nm0256586
tt0020971,Hide-Out,1930,Drama,5.1,nm0054977
tt0020973,High Society Blues,1930,"Music,Romance",7.1,nm0124877
tt0020977,Hit the Deck,1929,"Comedy,Musical,Romance",6.9,nm0715564
tt0020978,Hjärtats röst,1930,Drama,,nm0138156
tt0020980,Walk Cheerfully,1930,"Crime,Drama,Romance",6.5,nm0654868
tt0020981,A Smiling Character,1930,,,nm0331482
tt0020982,Hocuspocus,1930,"Comedy,Crime",7.6,nm0879802
tt0020984,Hold Everything,1930,"Comedy,Music,Romance",7.1,nm0215877
tt0020985,Holiday,1930,"Comedy,Drama",6.3,nm0341486
tt0020986,Honey,1930,"Comedy,Musical",5.8,nm0749484
tt0020987,"Hook, Line and Sinker",1930,"Comedy,Romance",6.0,nm0166836
tt0020988,Hot Curves,1930,"Comedy,Drama,Romance",4.9,nm0851537
tt0020991,The Hunted Men,1930,"Drama,Western",7.4,nm0569645
tt0020992,Hurricane,1929,Drama,6.9,nm0408433
tt0020993,Never Trust a Woman,1930,"Musical,Romance",5.8,nm0717126
tt0020994,Her Majesty Love,1931,"Comedy,Musical",7.1,nm0562004
tt0020995,Im Kampf mit der Unterwelt,1930,"Crime,Thriller",,nm0017614
tt0020997,In Gay Madrid,1930,"Drama,Musical,Romance",5.2,nm0502752
tt0020998,In the Next Room,1930,Mystery,,nm0166836
tt0020999,The Indians Are Coming,1930,"Drama,Western",5.8,nm0534288
tt0021001,Inside the Lines,1930,"Drama,War",5.3,nm0690120
tt0021003,Isle of Escape,1930,Drama,6.9,nm0107854
tt0021007,The Jade Box,1930,"Action,Adventure,Crime",5.6,nm0853028
tt0021009,Janko the Musician,1930,"Drama,Romance",7.2,nm0649572
tt0021011,The Jazz Cinderella,1930,"Drama,Romance",7.6,nm0671501
tt0021013,Journey's End,1930,"Drama,War",6.9,nm0001843
tt0021014,Junjô,1930,Drama,6.3,nm0621540
tt0021015,Juno and the Paycock,1930,"Comedy,Drama",4.6,nm0000033
tt0021016,Just Imagine,1930,"Comedy,Fantasy,Musical",5.3,nm0124877
tt0021017,Just Like Heaven,1930,"Drama,Romance",5.2,nm0624756
tt0021019,Das Kabinett des Dr. Larifari,1930,Comedy,6.3,nm0932855
tt0021020,Kahden tanssin välillä,1930,Drama,4.9,nm0937449
tt0021022,Kasernenzauber,1931,,,nm0091380
tt0021023,Kathleen Mavourneen,1930,"Drama,Romance",5.9,nm0712730
tt0021024,Introduction to Marriage,1930,Comedy,6.1,nm0654868
tt0021025,King of Jazz,1930,"Comedy,Musical",6.7,nm0026960
tt0021028,Kinuyo monogatari,1930,Drama,,nm0331482
tt0021029,Kismet,1930,"Adventure,Fantasy,Musical",6.2,nm0227020
tt0021030,Knowing Men,1930,"Comedy,Romance",,nm0323325
tt0021031,Gretel and Liesel,1930,Comedy,6.9,nm0067033
tt0021033,Kristine Valdresdatter,1930,"Drama,Romance",7.2,nm0106950
tt0021034,Kronans kavaljerer,1930,Comedy,5.2,nm0249325
tt0021037,Ladies Love Brutes,1930,"Comedy,Crime,Drama",5.8,nm0498174
tt0021038,Ladies Must Play,1930,Comedy,,nm0134252
tt0021039,Ladies in Love,1930,Comedy,5.1,nm0507150
tt0021040,Ladies of Leisure,1930,"Drama,Romance",6.7,nm0001008
tt0021041,A Lady Surrenders,1930,"Drama,Romance",6.2,nm0821472
tt0021042,The Lady of Scandal,1930,"Comedy,Drama,Romance",5.8,nm0291548
tt0021043,The Lady of the Lake,1928,"Drama,Romance",5.3,nm0280534
tt0021044,A Lady to Love,1930,"Drama,Romance",6.2,nm0803705
tt0021045,A Lady's Morals,1930,"Biography,Drama,Musical",5.3,nm0291548
tt0021046,The Land of Missing Men,1930,"Drama,Western",6.2,nm0565187
tt0021048,The Lash,1930,"Drama,Romance,Western",5.3,
tt0021049,The Last Dance,1930,"Comedy,Drama",,nm0671501
tt0021050,The Last Hour,1930,"Comedy,Crime,Sci-Fi",4.5,nm0285962
tt0021051,The Last of the Duanes,1930,"Drama,Western",5.7,nm0921288
tt0021052,The Last of the Lone Wolf,1930,"Crime,Drama,Mystery",7.4,nm0092915
tt0021053,Laughter,1930,"Comedy,Romance",6.2,nm0195496
tt0021055,The Santa Fe Trail,1930,"Action,Comedy,Drama",5.3,nm0112897|nm0461348
tt0021056,Lawful Larceny,1930,"Drama,Romance",5.1,nm0792514
tt0021057,Leathernecking,1930,"Comedy,Musical,Romance",6.7,nm0166836
tt0021060,Let Us Be Gay,1930,"Comedy,Drama",6.3,
tt0021061,Let's Go Native,1930,"Comedy,Musical,Romance",5.8,nm0564970
tt0021062,Let's Go Places,1930,"Comedy,Musical,Romance",7.5,nm0833965
tt0021064,Thirteen Men and a Girl,1930,"Drama,War",6.3,nm0076779
tt0021065,The Comeback,1930,"Drama,Romance,Sport",6.2,nm0778306
tt0021066,Liebeswalzer,1930,Musical,6.6,nm0857949
tt0021067,Liebling der Götter,1930,Comedy,6.4,nm0777579
tt0021068,The Song Is Ended,1930,"Musical,Romance",7.5,nm0902006
tt0021069,The Life of the Party,1930,"Comedy,Musical",5.4,nm0215877
tt0021070,The Light of Western Stars,1930,"Action,Adventure,Drama",5.3,nm0112897|nm0461348
tt0021071,Lightnin',1930,"Adventure,Comedy,Romance",6.4,nm0454771
tt0021072,The Lightning Express,1930,"Drama,Western",,nm0534288
tt0021073,Lilies of the Field,1929,"Drama,Musical,Romance",6.4,nm0466099
tt0021074,Liliom,1930,Drama,6.5,nm0097648
tt0021075,The Inn at the Rhine,1930,Musical,,nm0414985
tt0021076,Lisboa,1930,Comedy,6.8,nm0500749
tt0021078,Little Accident,1930,Comedy,5.6,nm0185714
tt0021079,Little Caesar,1931,"Action,Crime,Drama",7.1,nm0503777
tt0021082,Bookkeeper Kremke,1930,Drama,7.0,nm0362133
tt0021083,The Lone Defender,1930,"Drama,Family,Western",4.7,nm0861703
tt0021084,The Lone Rider,1930,"Drama,Western",6.4,nm0003422
tt0021085,The Lone Star Ranger,1930,"Drama,Western",5.8,nm0259006
tt0021086,The Lonesome Trail,1930,"Drama,Western",,nm0593180
tt0021087,Loose Ankles,1930,"Comedy,Romance",6.0,nm0928514
tt0021088,Loose Ends,1930,"Crime,Drama",,nm0908076
tt0021090,Lord Byron of Broadway,1930,"Drama,Music,Romance",5.3,nm0064600|nm0631438
tt0021091,Lord Richard in the Pantry,1930,Drama,,nm0285962
tt0021092,The Pay-Off,1930,"Action,Crime,Drama",5.6,nm0792514
tt0021094,The Lottery Bride,1930,"Musical,Romance",5.1,nm0825596
tt0021097,Love Comes Along,1930,Drama,6.5,nm0432216
tt0021098,The Love Trader,1930,"Adventure,Drama,Romance",7.4,nm0376221
tt0021100,Love in the Rough,1930,"Comedy,Musical,Romance",5.4,nm0718469
tt0021102,Lovin' the Ladies,1930,"Comedy,Romance",6.3,nm0114266
tt0021104,Lucky Larkin,1930,"Drama,Western",,nm0113693
tt0021105,Lummox,1930,Drama,,nm0107543
tt0021106,Madam Satan,1930,"Comedy,Drama,Musical",6.3,nm0001124
tt0021107,Madame Guillotine,1931,"History,Romance",6.7,nm0283976
tt0021108,Madonna of the Streets,1930,"Drama,Romance",6.2,nm0731910
tt0021109,Mamba,1930,Drama,5.5,nm0736610
tt0021110,Mammy,1930,Comedy,5.7,nm0002031
tt0021111,The Man from Chicago,1930,"Crime,Drama",,nm0838820
tt0021112,A Man from Wyoming,1930,"Action,Drama,Romance",6.3,nm0498174
tt0021113,The Man Hunter,1930,"Action,Adventure,Family",4.8,nm0496505
tt0021114,Man Trouble,1930,"Crime,Drama,Music",5.8,nm0896826
tt0021115,The Man from Blankley's,1930,Comedy,6.9,nm0337586
tt0021116,The Man from Nowhere,1930,"Drama,Western",,nm0569645
tt0021118,Man to Man,1930,"Crime,Drama,Romance",6.1,nm0245385
tt0021119,"Der Mann, der den Mord beging",1931,Drama,6.8,nm0076779
tt0021121,Manslaughter,1930,"Drama,Romance",6.4,nm0007973
tt0021123,The March of Time,1930,Musical,,nm0718469
tt0021125,Maria do Mar,1930,"Drama,Romance",6.7,nm0500749
tt0021127,Die Marquise von Pompadour,1931,Musical,7.5,nm0938334
tt0021128,Mary,1931,"Drama,Mystery,Thriller",5.7,nm0000033
tt0021129,Die Maske fällt,1931,Drama,,nm0226189
tt0021132,The Matrimonial Bed,1930,Comedy,5.7,nm0002031
tt0021133,Maybe It's Love,1930,"Comedy,Music,Romance",5.0,nm0920074
tt0021134,The Medicine Man,1930,"Comedy,Romance",4.9,nm0671501
tt0021136,The Melody Man,1930,"Crime,Drama,Music",,nm0624756
tt0021137,Men Are Like That,1930,"Comedy,Drama",4.6,nm0878338
tt0021138,Men on Call,1930,"Action,Drama,Romance",7.4,nm0090007
tt0021139,Men Without Law,1930,"Drama,Western",5.9,nm0003422
tt0021140,Men Without Women,1930,"Action,Drama",6.0,nm0000406
tt0021142,The Love Storm,1930,Drama,,nm0243295
tt0021143,The Middle Watch,1930,Comedy,,nm0908076
tt0021144,Midnight Mystery,1930,"Crime,Horror,Mystery",6.3,nm0782707
tt0021147,The Mighty,1929,"Action,Drama",6.5,nm0188669
tt0021148,Min and Bill,1930,"Comedy,Drama",6.7,nm0384276
tt0021149,Moby Dick,1930,"Adventure,Drama",5.7,nm0045800
tt0021152,Montana Moon,1930,"Drama,Romance,Western",4.9,nm0820461
tt0021153,Monte Carlo,1930,"Comedy,Musical,Romance",6.6,nm0523932
tt0021154,Moral um Mitternacht,1930,"Drama,Romance",,nm0815076
tt0021155,The Shot in the Talker Studio,1930,Thriller,5.8,nm0954394
tt0021156,Morocco,1930,"Drama,Romance",7.0,nm0903049
tt0021159,Mother's Cry,1930,"Drama,Romance",5.7,nm0377126
tt0021160,Mountain Justice,1930,"Drama,Western",4.7,nm0113693
tt0021161,The Mounted Stranger,1930,"Action,Drama,Romance",7.7,nm0744504
tt0021163,Murder Will Out,1930,"Adventure,Drama,Mystery",,nm0046082
tt0021164,Murder on the Roof,1930,Mystery,,nm0782707
tt0021165,Murder!,1930,"Crime,Drama,Mystery",6.3,nm0000033
tt0021167,Mystery at the Villa Rose,1930,"Crime,Mystery",,nm0386785
tt0021168,The Mystery of the Yellow Room,1930,"Crime,Mystery",6.3,nm0478303
tt0021169,A Girl from the Reeperbahn,1930,Musical,,nm0002489
tt0021172,Napoli che canta,1930,"Comedy,Romance",6.6,nm0021933
tt0021174,Nashi devushki,1930,,,nm0105874|nm0301570
tt0021176,Near the Rainbow's End,1930,"Drama,Western",6.1,nm0569645
tt0021177,Nerone,1930,Comedy,6.6,nm0087704
tt0021178,New Moon,1930,"Drama,Musical,Romance",5.9,nm0176699
tt0021179,New Movietone Follies of 1930,1930,Musical,7.2,nm0831577
tt0021183,The Night Ride,1930,"Crime,Drama",6.3,nm0731910
tt0021184,Night Work,1930,"Comedy,Music,Romance",6.0,nm0533074
tt0021185,"No, No, Nanette",1930,"Comedy,Musical",6.2,nm0046082
tt0021186,Norrlänningar,1930,Drama,,nm0077943
tt0021188,Not Damaged,1930,"Comedy,Romance",,nm0819546
tt0021189,Not So Dumb,1930,"Comedy,Drama,Romance",5.8,nm0896542
tt0021191,A Notorious Affair,1930,"Drama,Romance",5.3,nm0045800
tt0021192,Numbered Men,1930,"Crime,Drama",4.7,nm0503777
tt0021193,Nur Du,1930,Musical,7.8,nm0270702|nm0938334
tt0021194,När rosorna slå ut,1930,Drama,,nm0002158
tt0021195,O'Malley Rides Alone,1930,"Drama,Western",,nm0569645
tt0021197,The Office Wife,1930,"Drama,Romance",6.2,nm0045800
tt0021198,Officer O'Brien,1930,"Comedy,Crime,Drama",5.1,nm0307819
tt0021199,"Oh, for a Man!",1930,"Musical,Romance",5.4,nm0532187
tt0021200,"Oh, Sailor Behave!",1930,"Comedy,Musical",4.8,nm0562845
tt0021201,Young Lady,1930,Comedy,4.0,nm0654868
tt0021202,The Oklahoma Cyclone,1930,"Drama,Western",3.9,nm0565187
tt0021203,Old English,1930,Drama,5.4,nm0337586
tt0021205,Olympia,1930,"Drama,Romance",7.2,nm0275494
tt0021206,On Approval,1930,Comedy,,nm0909398
tt0021207,On Your Back,1930,Drama,5.2,nm0565852
tt0021208,On the Border,1930,"Drama,Family,Western",7.8,nm0568915
tt0021209,On the Level,1930,"Action,Comedy,Crime",,nm0191899
tt0021210,Once a Gentleman,1930,"Comedy,Romance",,nm0190516
tt0021211,Once a Sinner,1931,Romance,6.3,nm0565852
tt0021212,One Embarrassing Night,1930,Comedy,6.7,nm0909398
tt0021213,One Family,1930,"Adventure,Family,Fantasy",5.8,nm0187317
tt0021215,One Mad Kiss,1930,"Musical,Romance",,nm0798746|nm0864006
tt0021216,One Night at Susie's,1930,"Crime,Drama,Romance",5.7,nm0227020
tt0021217,One Romantic Night,1930,"Comedy,Romance",5.6,nm0825596
tt0021218,Only Saps Work,1930,"Comedy,Crime,Mystery",5.3,nm0306875|nm0461348
tt0021219,Only the Brave,1930,"Action,Drama,Mystery",6.3,nm0878338
tt0021220,Onna yo! Kimi no na o kegasu nakare,1930,,,nm0331482
tt0021222,The Other Tomorrow,1930,"Drama,Romance",,nm0045800
tt0021223,Our Blushing Brides,1930,"Drama,Music,Romance",6.2,
tt0021224,Outside the Law,1930,"Crime,Drama,Romance",5.5,nm0115218
tt0021225,Outward Bound,1930,"Drama,Fantasy",6.5,nm0590701
tt0021228,Paid,1930,"Crime,Drama,Romance",6.3,nm0939992
tt0021230,Parade of the West,1930,"Drama,Western",5.5,nm0113693
tt0021231,Paradise Island,1930,"Action,Adventure,Drama",4.6,nm0322688
tt0021232,Paramount on Parade,1930,"Comedy,Music",5.6,nm0002188|nm0112897|nm0332539|nm0373511
tt0021233,Pardon My Gun,1930,"Action,Comedy,Music",4.7,nm0209458
tt0021234,Le parfum de la dame en noir,1931,"Crime,Drama",6.4,nm0478303
tt0021237,May I Come In,1930,"Comedy,Romance,Sport",6.9,nm0564970
tt0021238,The Parting of the Trails,1930,"Drama,Western",,nm0569645
tt0021239,Party Girl,1930,"Crime,Drama,Romance",5.0,nm0356931
tt0021240,Passion Flower,1930,Drama,6.1,
tt0021243,Peacock Alley,1930,"Drama,Music,Romance",4.4,nm0211434
tt0021245,Personality,1930,"Comedy,Drama,Romance",,nm0373511
tt0021246,Peter Voss Who Stole Millions,1932,Comedy,6.7,nm0243295
tt0021248,Phantom of the Desert,1930,"Drama,Western",6.1,nm0916125
tt0021249,The Phantom of the West,1930,"Drama,Western",6.0,nm0496505
tt0021261,Playboy of Paris,1930,"Comedy,Musical,Romance",6.0,nm0003490
tt0021263,Playing Around,1930,"Comedy,Drama,Music",5.9,nm0503777
tt0021264,Plunder,1930,"Comedy,Crime",,nm0909398
tt0021266,The Poor Millionaire,1930,Drama,,nm0577654
tt0021267,Poor Old Bill,1931,"Comedy,Romance",,nm0052217
tt0021268,Holiday of St. Jorgen,1930,Comedy,7.4,nm0698839
tt0021269,The Price of Things,1930,"Crime,Drama",,nm0323325
tt0021270,Prim,1931,"Biography,Drama",6.2,nm0118272
tt0021271,Prince of Diamonds,1930,"Adventure,Crime,Romance",6.2,nm0113954
tt0021272,The Princess and the Plumber,1930,"Comedy,Drama,Romance",,nm0466099
tt0021273,Beauty Prize,1930,"Drama,Romance",6.9,nm0312866
tt0021276,Puttin' on the Ritz,1930,"Music,Musical,Romance",5.6,nm0806143
tt0021279,Queen High,1930,"Comedy,Musical",5.9,nm0628345
tt0021280,One Heavenly Night,1930,"Comedy,Musical,Romance",5.2,nm0280463
tt0021281,Raffles,1930,"Adventure,Crime,Drama",6.4,nm0280463
tt0021282,Rain or Shine,1930,"Comedy,Drama,Romance",5.4,nm0001008
tt0021283,"I Flunked, But...",1930,"Comedy,Drama",6.3,nm0654868
tt0021284,The Rampant Age,1930,Drama,5.0,nm0005847
tt0021287,Reaching for the Moon,1930,"Comedy,Romance",5.4,nm0332539
tt0021289,Recaptured Love,1930,"Comedy,Drama",6.2,nm0012317
tt0021292,Redemption,1930,Drama,5.6,nm0629243
tt0021294,Remote Control,1930,"Adventure,Comedy,Crime",5.5,nm0342417|nm0820461
tt0021295,Renegades,1930,"Action,Adventure,Romance",5.3,nm0281808
tt0021296,Reno,1930,Drama,7.1,nm0188701
tt0021297,The Return of Dr. Fu Manchu,1930,"Adventure,Crime,Drama",5.7,
tt0021299,Ridin' Law,1930,"Drama,Western",6.4,nm0916125
tt0021301,The Right to Love,1930,Drama,5.3,nm0908831
tt0021303,River's End,1930,"Drama,Western",5.7,nm0002031
tt0021304,Road to Paradise,1930,Drama,5.7,nm0064415
tt0021305,Roadhouse Nights,1930,"Crime,Drama,Musical",5.5,nm0377126
tt0021306,Roaring Ranch,1930,"Drama,Western",6.0,nm0247484
tt0021307,The Rogue Song,1930,"Musical,Romance",5.5,nm0000859
tt0021308,Rogue of the Rio Grande,1930,"Drama,Western",4.2,nm0071560
